罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金以外の主な被害品
窃盗,部品ねらい,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎南町５丁目,2020/3/29,20,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,東灘,ＪＲ住吉駅前,281018,兵庫県,神戸市東灘区,住吉東町４丁目,2020/6/13,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,東灘,ＪＲ住吉駅前,281018,兵庫県,神戸市東灘区,住吉宮町２丁目,2020/5/4,22,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,東灘,ＪＲ住吉駅前,281018,兵庫県,神戸市東灘区,住吉宮町６丁目,2020/5/4,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,東灘,呉田,281018,兵庫県,神戸市東灘区,魚崎西町４丁目,2020/3/19,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,東灘,呉田,281018,兵庫県,神戸市東灘区,住吉南町５丁目,2020/5/3,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,東灘,呉田,281018,兵庫県,神戸市東灘区,住吉南町５丁目,2020/5/4,10,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,東灘,石屋川,281018,兵庫県,神戸市東灘区,御影塚町４丁目,2020/5/10,17,その他,駐車（輪）場,その他
窃盗,部品ねらい,東灘,沢ノ井,281018,兵庫県,神戸市東灘区,御影中町４丁目,2020/9/4,8,道路上,その他,その他
窃盗,部品ねらい,東灘,沢ノ井,281018,兵庫県,神戸市東灘区,御影郡家１丁目,2020/11/23,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,東灘,六甲アイランド,281018,兵庫県,神戸市東灘区,向洋町西２丁目,2020/1/17,16,道路上,その他,ナンバープレート
窃盗,部品ねらい,東灘,六甲アイランド,281018,兵庫県,神戸市東灘区,向洋町中３丁目,2020/9/26,21,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,灘,高羽,281026,兵庫県,神戸市灘区,楠丘町３丁目,2020/6/7,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,灘,徳井,281026,兵庫県,神戸市灘区,大和町２丁目,2020/12/25,13,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,灘,篠原北町,281026,兵庫県,神戸市灘区,篠原北町４丁目,2020/1/29,19,道路上,その他,ナンバープレート
窃盗,部品ねらい,灘,八幡,281026,兵庫県,神戸市灘区,永手町２丁目,2020/6/5,17,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,灘,六甲,281026,兵庫県,神戸市灘区,六甲町３丁目,2020/3/29,21,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,灘,六甲,281026,兵庫県,神戸市灘区,六甲町５丁目,2020/9/18,18,その他,その他,その他
窃盗,部品ねらい,灘,水道筋,281026,兵庫県,神戸市灘区,篠原中町６丁目,2020/7/6,14,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,灘,王子公園,281026,兵庫県,神戸市灘区,王子町１丁目,2020/2/6,18,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,灘,桜口,281026,兵庫県,神戸市灘区,大石東町１丁目,2020/6/18,20,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,灘,桜口,281026,兵庫県,神戸市灘区,桜口町５丁目,2020/6/2,16,道路上,その他,その他
窃盗,部品ねらい,灘,桜口,281026,兵庫県,神戸市灘区,備後町５丁目,2020/4/18,15,道路上,その他,その他
窃盗,部品ねらい,灘,琵琶町,281026,兵庫県,神戸市灘区,大石東町１丁目,2020/10/16,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,灘,琵琶町,281026,兵庫県,神戸市灘区,琵琶町３丁目,2020/6/16,5,その他,その他,その他
窃盗,部品ねらい,灘,大石,281026,兵庫県,神戸市灘区,新在家南町４丁目,2020/3/12,22,その他,その他,ナンバープレート
窃盗,部品ねらい,灘,大石,281026,兵庫県,神戸市灘区,新在家南町４丁目,2020/9/7,11,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,灘,西灘,281026,兵庫県,神戸市灘区,灘南通２丁目,2020/1/19,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,灘,西灘,281026,兵庫県,神戸市灘区,摩耶埠頭,2020/9/17,9,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,灘,西灘,281026,兵庫県,神戸市灘区,摩耶埠頭,2020/9/29,16,その他,駐車（輪）場,その他
窃盗,部品ねらい,灘,鶴甲,281026,兵庫県,神戸市灘区,鶴甲１丁目,2020/11/16,6,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,灘,鶴甲,281026,兵庫県,神戸市灘区,鶴甲３丁目,2020/8/31,9,その他,駐車（輪）場,その他
窃盗,部品ねらい,葺合,宮本,281107,兵庫県,神戸市中央区,割塚通２丁目,2020/8/24,14,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,神若通５丁目,2020/6/30,18,道路上,その他,ナンバープレート
窃盗,部品ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,熊内橋通５丁目,2020/5/9,9,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,葺合,割塚,281107,兵庫県,神戸市中央区,東雲通１丁目,2020/6/26,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,葺合,ＨＡＴ神戸,281107,兵庫県,神戸市中央区,南本町通４丁目,2020/9/7,19,道路上,その他,タイヤ・ホイール
窃盗,部品ねらい,葺合,ＨＡＴ神戸,281107,兵庫県,神戸市中央区,脇浜海岸通１丁目,2020/10/27,9,その他,その他,その他
窃盗,部品ねらい,葺合,ＨＡＴ神戸,281107,兵庫県,神戸市中央区,脇浜海岸通２丁目,2020/5/22,7,その他,駐車（輪）場,その他
窃盗,部品ねらい,葺合,二宮,281107,兵庫県,神戸市中央区,琴ノ緒町４丁目,2020/3/28,20,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,葺合,三宮センター,281107,兵庫県,神戸市中央区,旭通４丁目,2020/1/21,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,葺合,三宮センター,281107,兵庫県,神戸市中央区,布引町４丁目,2019/12/20,22,その他,その他,その他
窃盗,部品ねらい,葺合,三宮センター,281107,兵庫県,神戸市中央区,八幡通３丁目,2020/6/26,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,葺合,三宮センター,281107,兵庫県,神戸市中央区,浜辺通３丁目,2020/9/25,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,葺合,春日野,281107,兵庫県,神戸市中央区,吾妻通１丁目,2020/2/21,2,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,葺合,春日野,281107,兵庫県,神戸市中央区,北本町通１丁目,2020/7/14,1,その他,駐車（輪）場,その他
窃盗,部品ねらい,葺合,春日野,281107,兵庫県,神戸市中央区,脇浜町１丁目,2020/8/3,20,その他,その他,その他
窃盗,部品ねらい,葺合,春日野,281107,兵庫県,神戸市中央区,脇浜町２丁目,2020/3/15,22,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,生田,諏訪山,281107,兵庫県,神戸市中央区,山本通４丁目,2020/7/16,19,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,生田,京町,281107,兵庫県,神戸市中央区,海岸通,2020/1/7,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,生田,京町,281107,兵庫県,神戸市中央区,加納町６丁目,2020/2/23,12,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,生田,京町,281107,兵庫県,神戸市中央区,加納町６丁目,2020/4/2,10,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,生田,元町通,281107,兵庫県,神戸市中央区,元町高架通,2020/11/5,20,道路上,その他,ナンバープレート
窃盗,部品ねらい,生田,元町通,281107,兵庫県,神戸市中央区,元町通４丁目,2020/6/23,2,その他,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,生田,下山手,281107,兵庫県,神戸市中央区,北長狭通５丁目,2020/9/28,0,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,生田,下山手,281107,兵庫県,神戸市中央区,下山手通７丁目,2020/7/10,13,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,生田,下山手,281107,兵庫県,神戸市中央区,花隈町,2020/8/20,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,生田,大倉山,281107,兵庫県,神戸市中央区,楠町７丁目,2020/11/15,9,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,生田,大倉山,281107,兵庫県,神戸市中央区,下山手通８丁目,2020/9/18,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,生田,大倉山,281107,兵庫県,神戸市中央区,中山手通８丁目,2020/6/26,15,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,生田,デュオこうべ,281107,兵庫県,神戸市中央区,相生町４丁目,2020/11/16,7,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,生田,ハーバーランド,281107,兵庫県,神戸市中央区,相生町５丁目,2020/5/13,13,道路上,その他,その他
窃盗,部品ねらい,生田,ハーバーランド,281107,兵庫県,神戸市中央区,東川崎町１丁目,2020/3/20,13,その他,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,平野,281051,兵庫県,神戸市兵庫区,五宮町,2020/7/31,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,平野,281051,兵庫県,神戸市兵庫区,馬場町,2020/7/19,13,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,荒田,281051,兵庫県,神戸市兵庫区,荒田町３丁目,2019/12/10,18,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,新開地,281051,兵庫県,神戸市兵庫区,新開地４丁目,2020/1/22,11,道路上,その他,その他
窃盗,部品ねらい,兵庫,皿池,281051,兵庫県,神戸市兵庫区,中道通４丁目,2020/2/20,0,その他,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,大開,281051,兵庫県,神戸市兵庫区,大開通７丁目,2020/5/11,9,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,大開,281051,兵庫県,神戸市兵庫区,大開通８丁目,2019/12/31,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,兵庫,七宮,281051,兵庫県,神戸市兵庫区,鍛冶屋町１丁目,2020/3/22,7,道路上,その他,その他
窃盗,部品ねらい,兵庫,七宮,281051,兵庫県,神戸市兵庫区,七宮町２丁目,2020/4/28,22,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,七宮,281051,兵庫県,神戸市兵庫区,浜崎通,2020/2/27,21,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,七宮,281051,兵庫県,神戸市兵庫区,浜崎通,2020/7/15,1,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,中之島,281051,兵庫県,神戸市兵庫区,和田宮通３丁目,2020/5/8,15,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,兵庫,キャナルタウン,281051,兵庫県,神戸市兵庫区,駅前通５丁目,2019/12/31,12,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,兵庫,キャナルタウン,281051,兵庫県,神戸市兵庫区,駅南通５丁目,2020/3/17,22,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,兵庫,キャナルタウン,281051,兵庫県,神戸市兵庫区,駅南通５丁目,2020/7/9,16,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,兵庫,キャナルタウン,281051,兵庫県,神戸市兵庫区,駅南通５丁目,2020/7/21,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,長田,丸山,281069,兵庫県,神戸市長田区,雲雀ケ丘３丁目,2019/10/15,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,長田,丸山,281069,兵庫県,神戸市長田区,雲雀ケ丘３丁目,2020/5/13,21,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,長田,名倉,281069,兵庫県,神戸市長田区,長田天神町６丁目,2020/8/27,15,４階建て以上共同住宅,駐車（輪）場,なし
窃盗,部品ねらい,長田,名倉,281069,兵庫県,神戸市長田区,明泉寺町３丁目,2019/12/30,20,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,長田,長田東,281069,兵庫県,神戸市長田区,五番町８丁目,2020/3/11,3,道路上,その他,その他
窃盗,部品ねらい,長田,長田東,281069,兵庫県,神戸市長田区,五番町８丁目,2020/4/4,13,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,長田,長田東,281069,兵庫県,神戸市長田区,五番町８丁目,2020/11/19,8,道路上,その他,その他
窃盗,部品ねらい,長田,長田東,281069,兵庫県,神戸市長田区,四番町５丁目,2020/2/12,15,４階建て以上共同住宅,その他,ナンバープレート
窃盗,部品ねらい,長田,長田東,281069,兵庫県,神戸市長田区,四番町８丁目,2019/12/27,17,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,長田,長田東,281069,兵庫県,神戸市長田区,六番町３丁目,2020/4/13,7,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,長田,御蔵,281069,兵庫県,神戸市長田区,北町１丁目,2020/6/16,22,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,長田,湊川大橋,281069,兵庫県,神戸市長田区,苅藻島町１丁目,2020/11/6,16,その他,その他,その他
窃盗,部品ねらい,長田,湊川大橋,281069,兵庫県,神戸市長田区,苅藻島町２丁目,2020/9/14,19,道路上,その他,その他
窃盗,部品ねらい,長田,湊川大橋,281069,兵庫県,神戸市長田区,苅藻島町２丁目,2020/9/15,18,道路上,その他,その他
窃盗,部品ねらい,長田,湊川大橋,281069,兵庫県,神戸市長田区,苅藻島町３丁目,2020/1/31,16,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,長田,湊川大橋,281069,兵庫県,神戸市長田区,苅藻通７丁目,2020/1/31,17,その他,その他,その他
窃盗,部品ねらい,長田,湊川大橋,281069,兵庫県,神戸市長田区,浜添通６丁目,2020/12/2,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,長田,大谷,281069,兵庫県,神戸市長田区,五位ノ池町２丁目,2020/11/18,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,長田,大谷,281069,兵庫県,神戸市長田区,五位ノ池町３丁目,2020/12/12,19,４階建て以上共同住宅,その他,ナンバープレート
窃盗,部品ねらい,長田,大谷,281069,兵庫県,神戸市長田区,西代通１丁目,2020/4/27,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,長田,大谷,281069,兵庫県,神戸市長田区,蓮宮通２丁目,2020/10/25,14,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,長田,平和台,281069,兵庫県,神戸市長田区,高取山町２丁目,2020/5/25,14,道路上,その他,その他
窃盗,部品ねらい,長田,新長田駅前,281069,兵庫県,神戸市長田区,大橋町５丁目,2020/9/12,22,その他,その他,その他
窃盗,部品ねらい,長田,新長田駅前,281069,兵庫県,神戸市長田区,西尻池町１丁目,2020/8/8,6,道路上,その他,ナンバープレート
窃盗,部品ねらい,長田,新長田駅前,281069,兵庫県,神戸市長田区,野田町７丁目,2020/10/28,20,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,長田,新長田駅前,281069,兵庫県,神戸市長田区,日吉町２丁目,2019/12/30,18,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,長田,新長田駅前,281069,兵庫県,神戸市長田区,若松町５丁目,2020/10/10,23,道路上,その他,その他
窃盗,部品ねらい,長田,新長田駅前,281069,兵庫県,神戸市長田区,若松町９丁目,2020/4/26,12,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,長田,水笠,281069,兵庫県,神戸市長田区,御屋敷通２丁目,2020/3/30,10,道路上,その他,その他
窃盗,部品ねらい,長田,水笠,281069,兵庫県,神戸市長田区,御屋敷通６丁目,2020/7/6,16,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,長田,水笠,281069,兵庫県,神戸市長田区,戸崎通２丁目,2020/11/23,7,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,長田,久保,281069,兵庫県,神戸市長田区,久保町４丁目,2020/6/9,7,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,長田,久保,281069,兵庫県,神戸市長田区,二葉町８丁目,2020/2/15,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,長田,野田,281069,兵庫県,神戸市長田区,駒ケ林南町,2020/2/1,20,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,長田,野田,281069,兵庫県,神戸市長田区,長楽町３丁目,2020/6/7,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,須磨,板宿,281077,兵庫県,神戸市須磨区,板宿町２丁目,2020/9/16,1,道路上,その他,その他
窃盗,部品ねらい,須磨,板宿,281077,兵庫県,神戸市須磨区,板宿町３丁目,2020/3/27,20,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,須磨,板宿,281077,兵庫県,神戸市須磨区,大池町５丁目,2020/10/1,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,須磨,板宿,281077,兵庫県,神戸市須磨区,前池町３丁目,2020/2/4,19,その他,駐車（輪）場,その他
窃盗,部品ねらい,須磨,千歳,281077,兵庫県,神戸市須磨区,大池町４丁目,2020/12/17,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,須磨,千歳,281077,兵庫県,神戸市須磨区,大池町５丁目,2020/2/14,5,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,須磨,千歳,281077,兵庫県,神戸市須磨区,大池町５丁目,2020/3/16,0,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,須磨,千歳,281077,兵庫県,神戸市須磨区,大池町５丁目,2020/9/6,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,須磨,千歳,281077,兵庫県,神戸市須磨区,大池町５丁目,2020/11/22,10,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,須磨,東須磨,281077,兵庫県,神戸市須磨区,松風町３丁目,2020/9/7,1,４階建て以上共同住宅,駐車（輪）場,なし
窃盗,部品ねらい,須磨,若宮,281077,兵庫県,神戸市須磨区,磯馴町１丁目,2020/6/18,17,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,須磨,若宮,281077,兵庫県,神戸市須磨区,磯馴町２丁目,2020/5/12,13,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,須磨,若宮,281077,兵庫県,神戸市須磨区,衣掛町４丁目,2020/5/12,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,須磨,若宮,281077,兵庫県,神戸市須磨区,小寺町３丁目,2020/11/19,14,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,須磨,若宮,281077,兵庫県,神戸市須磨区,古川町１丁目,2019/9/1,0,４階建て以上共同住宅,その他,なし
窃盗,部品ねらい,須磨,若宮,281077,兵庫県,神戸市須磨区,古川町１丁目,2019/9/1,0,４階建て以上共同住宅,その他,ナンバープレート
窃盗,部品ねらい,須磨,須磨駅前,281077,兵庫県,神戸市須磨区,須磨浦通４丁目,2020/5/29,1,道路上,その他,その他
窃盗,部品ねらい,須磨,須磨駅前,281077,兵庫県,神戸市須磨区,天神町３丁目,2020/7/11,7,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,須磨,須磨駅前,281077,兵庫県,神戸市須磨区,天神町５丁目,2020/10/25,2,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,須磨,妙法寺,281077,兵庫県,神戸市須磨区,妙法寺字アチラムキ,2020/12/29,20,４階建て以上共同住宅,駐車（輪）場,その他
