罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金以外の主な被害品
窃盗,部品ねらい,東灘,阪急御影駅前,281018,兵庫県,神戸市東灘区,御影３丁目,20240912,7,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,東灘,鴨子ヶ原,281018,兵庫県,神戸市東灘区,住吉山手８丁目,20241114,0,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,灘,高羽徳井,281026,兵庫県,神戸市灘区,記田町２丁目,20240224,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,灘,篠原北町,281026,兵庫県,神戸市灘区,篠原中町３丁目,20240308,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,灘,八幡,281026,兵庫県,神戸市灘区,楠丘町４丁目,20241001,8,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,灘,八幡,281026,兵庫県,神戸市灘区,永手町４丁目,20241008,7,その他,駐車（輪）場,その他
窃盗,部品ねらい,灘,水道筋,281026,兵庫県,神戸市灘区,泉通４丁目,20240929,15,その他,駐車（輪）場,その他
窃盗,部品ねらい,灘,王子公園,281026,兵庫県,神戸市灘区,王子町１丁目,20240208,17,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,灘,桜口,281026,兵庫県,神戸市灘区,新在家南町１丁目,20240128,7,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,灘,桜口,281026,兵庫県,神戸市灘区,友田町４丁目,20241028,18,その他,駐車（輪）場,その他
窃盗,部品ねらい,灘,琵琶町,281026,兵庫県,神戸市灘区,大石東町２丁目,20240310,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,灘,大石,281026,兵庫県,神戸市灘区,新在家南町２丁目,20231101,不明,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,灘,大石,281026,兵庫県,神戸市灘区,新在家南町３丁目,20240301,不明,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,灘,西灘,281026,兵庫県,神戸市灘区,船寺通１丁目,20240103,18,その他,駐車（輪）場,その他
窃盗,部品ねらい,灘,西灘,281026,兵庫県,神戸市灘区,都通２丁目,20240730,19,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,灘,西灘,281026,兵庫県,神戸市灘区,摩耶海岸通１丁目,20240224,17,その他,駐車（輪）場,その他
窃盗,部品ねらい,灘,鶴甲,281026,兵庫県,神戸市灘区,鶴甲３丁目,20240311,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,葺合,宮本,281107,兵庫県,神戸市中央区,割塚通３丁目,20240223,15,その他,その他,ナンバープレート
窃盗,部品ねらい,葺合,宮本,281107,兵庫県,神戸市中央区,割塚通５丁目,20241117,7,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,国香通３丁目,20240608,14,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,熊内町７丁目,20240624,1,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,熊内町７丁目,20240728,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,葺合,熊内,281107,兵庫県,神戸市中央区,葺合町字馬止,20240301,9,道路上,その他,ナンバープレート
窃盗,部品ねらい,葺合,割塚,281107,兵庫県,神戸市中央区,筒井町３丁目,20241004,9,道路上,その他,その他
窃盗,部品ねらい,葺合,割塚,281107,兵庫県,神戸市中央区,八雲通２丁目,20241117,21,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,葺合,割塚,281107,兵庫県,神戸市中央区,八雲通６丁目,20241118,7,道路上,その他,その他
窃盗,部品ねらい,葺合,ＨＡＴ神戸,281107,兵庫県,神戸市中央区,脇浜海岸通２丁目,20241101,15,道路上,その他,その他
窃盗,部品ねらい,葺合,二宮,281107,兵庫県,神戸市中央区,生田町１丁目,20240815,16,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,葺合,二宮,281107,兵庫県,神戸市中央区,琴ノ緒町２丁目,20240329,11,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,葺合,三宮センター,281107,兵庫県,神戸市中央区,磯辺通２丁目,20240627,20,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,葺合,三宮センター,281107,兵庫県,神戸市中央区,小野柄通５丁目,20240819,7,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,葺合,三宮センター,281107,兵庫県,神戸市中央区,浜辺通３丁目,20240124,22,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,葺合,小野柄,281107,兵庫県,神戸市中央区,雲井通１丁目,20241030,1,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,葺合,小野柄,281107,兵庫県,神戸市中央区,御幸通４丁目,20240123,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,葺合,春日野,281107,兵庫県,神戸市中央区,吾妻通１丁目,20240618,19,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,葺合,春日野,281107,兵庫県,神戸市中央区,脇浜町１丁目,20241207,12,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,生田,一宮,281107,兵庫県,神戸市中央区,加納町２丁目,不明,不明,道路上,その他,その他
窃盗,部品ねらい,生田,一宮,281107,兵庫県,神戸市中央区,加納町２丁目,20240805,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,生田,北野,281107,兵庫県,神戸市中央区,北長狭通１丁目,20240329,8,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,生田,北野,281107,兵庫県,神戸市中央区,北野町１丁目,20240301,8,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,生田,北野,281107,兵庫県,神戸市中央区,北野町１丁目,20240229,9,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,生田,諏訪山,281107,兵庫県,神戸市中央区,中山手通４丁目,20240602,10,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,生田,生田前,281107,兵庫県,神戸市中央区,加納町４丁目,20240901,21,道路上,その他,その他
窃盗,部品ねらい,生田,京町,281107,兵庫県,神戸市中央区,三宮町２丁目,20240412,21,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,生田,京町,281107,兵庫県,神戸市中央区,三宮町２丁目,20241112,9,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,生田,元町駅,281107,兵庫県,神戸市中央区,北長狭通３丁目,20240525,1,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,生田,元町駅,281107,兵庫県,神戸市中央区,北長狭通３丁目,20240706,11,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,生田,元町駅,281107,兵庫県,神戸市中央区,栄町通１丁目,20240302,10,道路上,その他,その他
窃盗,部品ねらい,生田,元町通,281107,兵庫県,神戸市中央区,海岸通５丁目,20240513,16,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,生田,大倉山,281107,兵庫県,神戸市中央区,楠町３丁目,20240415,18,その他,駐車（輪）場,その他
窃盗,部品ねらい,生田,大倉山,281107,兵庫県,神戸市中央区,楠町４丁目,20240527,20,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,生田,大倉山,281107,兵庫県,神戸市中央区,楠町７丁目,20240109,8,その他,駐車（輪）場,その他
窃盗,部品ねらい,生田,大倉山,281107,兵庫県,神戸市中央区,楠町７丁目,20240605,8,道路上,その他,その他
窃盗,部品ねらい,生田,大倉山,281107,兵庫県,神戸市中央区,中山手通８丁目,20240126,10,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,生田,ハーバーランド,281107,兵庫県,神戸市中央区,東川崎町１丁目,20240415,19,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,生田,ハーバーランド,281107,兵庫県,神戸市中央区,東川崎町１丁目,20240616,10,その他,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,平野,281051,兵庫県,神戸市兵庫区,菊水町２丁目,20241028,19,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,兵庫,平野,281051,兵庫県,神戸市兵庫区,大同町３丁目,20240621,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,荒田,281051,兵庫県,神戸市兵庫区,荒田町２丁目,20240203,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,兵庫,福原,281051,兵庫県,神戸市兵庫区,福原町,20240726,16,道路上,その他,ナンバープレート
窃盗,部品ねらい,兵庫,湊川,281051,兵庫県,神戸市兵庫区,新開地２丁目,20240317,0,道路上,その他,その他
窃盗,部品ねらい,兵庫,新開地,281051,兵庫県,神戸市兵庫区,西出町１丁目,20240809,19,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,新開地,281051,兵庫県,神戸市兵庫区,湊町４丁目,20240830,10,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,皿池,281051,兵庫県,神戸市兵庫区,水木通７丁目,20240810,9,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,兵庫,七宮,281051,兵庫県,神戸市兵庫区,本町２丁目,20240818,8,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,兵庫,明親,281051,兵庫県,神戸市兵庫区,駅南通２丁目,20240531,18,その他,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,明親,281051,兵庫県,神戸市兵庫区,駅南通５丁目,20231210,16,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,明親,281051,兵庫県,神戸市兵庫区,駅南通５丁目,20240223,22,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,明親,281051,兵庫県,神戸市兵庫区,駅南通５丁目,20240527,12,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,明親,281051,兵庫県,神戸市兵庫区,駅南通５丁目,20240829,12,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,明親,281051,兵庫県,神戸市兵庫区,駅南通５丁目,20240917,8,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,御崎公園,281051,兵庫県,神戸市兵庫区,御崎本町２丁目,20240114,10,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,長田,丸山,281069,兵庫県,神戸市長田区,萩乃町３丁目,20240626,6,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,長田,名倉,281069,兵庫県,神戸市長田区,滝谷町１丁目,20240229,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,長田,名倉,281069,兵庫県,神戸市長田区,明泉寺町１丁目,20240106,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,長田,名倉,281069,兵庫県,神戸市長田区,明泉寺町２丁目,20240704,0,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,長田,長田東,281069,兵庫県,神戸市長田区,四番町３丁目,20240911,17,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,長田,長田東,281069,兵庫県,神戸市長田区,四番町４丁目,20240903,18,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,長田,御蔵,281069,兵庫県,神戸市長田区,菅原通３丁目,20240422,21,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,長田,御蔵,281069,兵庫県,神戸市長田区,二番町４丁目,20240612,19,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,長田,湊川大橋,281069,兵庫県,神戸市長田区,東尻池町４丁目,20240721,14,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,長田,湊川大橋,281069,兵庫県,神戸市長田区,東尻池町６丁目,20241107,5,道路上,その他,その他
窃盗,部品ねらい,長田,大谷,281069,兵庫県,神戸市長田区,大谷町３丁目,20240512,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,長田,大谷,281069,兵庫県,神戸市長田区,大谷町３丁目,20241205,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,長田,新長田駅前,281069,兵庫県,神戸市長田区,若松町６丁目,20240615,0,その他,その他,その他
窃盗,部品ねらい,長田,水笠,281069,兵庫県,神戸市長田区,御屋敷通２丁目,20240402,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,長田,水笠,281069,兵庫県,神戸市長田区,御屋敷通３丁目,20240808,10,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,長田,水笠,281069,兵庫県,神戸市長田区,川西通４丁目,20240826,8,道路上,その他,その他
窃盗,部品ねらい,長田,久保,281069,兵庫県,神戸市長田区,腕塚町２丁目,20240924,15,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,長田,久保,281069,兵庫県,神戸市長田区,久保町４丁目,20240515,13,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,長田,久保,281069,兵庫県,神戸市長田区,駒ケ林町５丁目,20241006,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,長田,久保,281069,兵庫県,神戸市長田区,南駒栄町,20240215,15,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,須磨,板宿,281077,兵庫県,神戸市須磨区,川上町２丁目,20241206,12,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,須磨,板宿,281077,兵庫県,神戸市須磨区,平田町２丁目,20240308,20,その他,駐車（輪）場,その他
窃盗,部品ねらい,須磨,千歳,281077,兵庫県,神戸市須磨区,大池町４丁目,20231220,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,須磨,千歳,281077,兵庫県,神戸市須磨区,大田町４丁目,20240915,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,須磨,千歳,281077,兵庫県,神戸市須磨区,寺田町３丁目,20240418,20,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,須磨,若宮,281077,兵庫県,神戸市須磨区,磯馴町５丁目,20240530,18,道路上,その他,その他
窃盗,部品ねらい,須磨,妙法寺,281077,兵庫県,神戸市須磨区,道正台１丁目,20240730,21,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,須磨,多井畑,281077,兵庫県,神戸市須磨区,多井畑南町,20241001,21,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,須磨,白川台,281077,兵庫県,神戸市須磨区,白川字上側地,20240401,12,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,須磨,白川台,281077,兵庫県,神戸市須磨区,白川台３丁目,20240727,22,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,須磨,白川台,281077,兵庫県,神戸市須磨区,白川台７丁目,20240904,3,駐車（輪）場,駐車（輪）場,なし
窃盗,部品ねらい,須磨,名谷中央,281077,兵庫県,神戸市須磨区,中落合２丁目,20241121,8,その他,駐車（輪）場,その他
窃盗,部品ねらい,須磨,名谷中央,281077,兵庫県,神戸市須磨区,緑台,20240525,10,その他,駐車（輪）場,その他
窃盗,部品ねらい,須磨,名谷中央,281077,兵庫県,神戸市須磨区,弥栄台２丁目,20240607,8,その他,駐車（輪）場,その他
窃盗,部品ねらい,須磨,横尾,281077,兵庫県,神戸市須磨区,横尾６丁目,20240629,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,須磨,横尾,281077,兵庫県,神戸市須磨区,横尾６丁目,20240929,16,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,塩屋,281085,兵庫県,神戸市垂水区,塩屋北町３丁目,20240217,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,塩屋,281085,兵庫県,神戸市垂水区,塩屋町,20240222,8,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,塩屋,281085,兵庫県,神戸市垂水区,塩屋町,20240222,12,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,塩屋,281085,兵庫県,神戸市垂水区,塩屋町３丁目,20240831,20,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,塩屋,281085,兵庫県,神戸市垂水区,塩屋町４丁目,20240323,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,塩屋,281085,兵庫県,神戸市垂水区,塩屋町９丁目,20240222,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,平尾,281085,兵庫県,神戸市垂水区,泉が丘１丁目,20241013,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,平尾,281085,兵庫県,神戸市垂水区,東垂水町,20241008,7,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,平尾,281085,兵庫県,神戸市垂水区,東垂水町,20241212,14,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,垂水,平尾,281085,兵庫県,神戸市垂水区,王居殿２丁目,20240220,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,垂水,高丸,281085,兵庫県,神戸市垂水区,千代が丘２丁目,20240502,15,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,垂水,高丸,281085,兵庫県,神戸市垂水区,福田４丁目,20240410,14,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,神田町,20241006,23,その他,駐車（輪）場,その他
窃盗,部品ねらい,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,星が丘１丁目,20240715,20,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,垂水,霞ヶ丘,281085,兵庫県,神戸市垂水区,霞ケ丘７丁目,20240907,9,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,霞ヶ丘,281085,兵庫県,神戸市垂水区,五色山４丁目,20240720,8,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,垂水,北舞子,281085,兵庫県,神戸市垂水区,北舞子４丁目,20240719,14,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,垂水,北舞子,281085,兵庫県,神戸市垂水区,星陵台１丁目,20240904,15,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,北舞子,281085,兵庫県,神戸市垂水区,舞子台７丁目,20240817,9,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,垂水,舞子駅前,281085,兵庫県,神戸市垂水区,東舞子町,20240216,10,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,西舞子,281085,兵庫県,神戸市垂水区,西舞子３丁目,20240801,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,垂水,上高丸,281085,兵庫県,神戸市垂水区,上高丸１丁目,20240614,20,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,垂水,上高丸,281085,兵庫県,神戸市垂水区,千代が丘２丁目,20240713,2,道路上,その他,その他
窃盗,部品ねらい,垂水,青山台,281085,兵庫県,神戸市垂水区,青山台５丁目,20241212,18,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,垂水,青山台,281085,兵庫県,神戸市垂水区,東垂水町字流田,20231101,不明,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,新多聞,281085,兵庫県,神戸市垂水区,本多聞３丁目,20240606,14,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,垂水,新多聞,281085,兵庫県,神戸市垂水区,本多聞３丁目,20240715,23,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,垂水,新多聞,281085,兵庫県,神戸市垂水区,学が丘４丁目,20240529,11,その他,駐車（輪）場,その他
窃盗,部品ねらい,垂水,新多聞,281085,兵庫県,神戸市垂水区,学が丘４丁目,20240609,17,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,垂水,桃山台,281085,兵庫県,神戸市垂水区,下畑町字内入田,20240201,20,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,桃山台,281085,兵庫県,神戸市垂水区,下畑町字木之下,20240413,15,その他,駐車（輪）場,その他
窃盗,部品ねらい,垂水,桃山台,281085,兵庫県,神戸市垂水区,桃山台１丁目,20240901,12,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,桃山台,281085,兵庫県,神戸市垂水区,桃山台４丁目,20240901,20,道路上,その他,ナンバープレート
窃盗,部品ねらい,垂水,桃山台,281085,兵庫県,神戸市垂水区,桃山台５丁目,20240901,19,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸水上,新港,281107,兵庫県,神戸市中央区,小野浜町,20240514,9,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸水上,新港,281107,兵庫県,神戸市中央区,小野浜町,20240810,17,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神戸水上,新港,281107,兵庫県,神戸市中央区,小野浜町,20240725,15,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神戸水上,新港,281107,兵庫県,神戸市中央区,小野浜町,20240921,9,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神戸水上,新港,281107,兵庫県,神戸市中央区,小野浜町,20241006,10,その他,その他,その他
窃盗,部品ねらい,神戸水上,新港,281107,兵庫県,神戸市中央区,新港町,20240809,16,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島１丁目,20240115,1,その他,駐車（輪）場,その他
窃盗,部品ねらい,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町３丁目,20230918,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町３丁目,20240215,22,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町３丁目,20240614,17,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島南町３丁目,20240210,15,道路上,その他,ナンバープレート
窃盗,部品ねらい,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島１丁目,20240723,16,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,上池,281115,兵庫県,神戸市西区,玉津町　今津,20241101,9,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,上池,281115,兵庫県,神戸市西区,玉津町　高津橋,20240319,19,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,出合,281115,兵庫県,神戸市西区,王塚台６丁目,20241027,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,出合,281115,兵庫県,神戸市西区,平野町　中津,20241119,12,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,古郷,281115,兵庫県,神戸市西区,岩岡町　野中,20240905,17,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,古郷,281115,兵庫県,神戸市西区,竜が岡２丁目,20241102,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,古郷,281115,兵庫県,神戸市西区,大沢１丁目,20241118,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,神出,281115,兵庫県,神戸市西区,神出町　田井,20240325,9,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,栄,281115,兵庫県,神戸市西区,押部谷町　栄,20241124,20,一戸建住宅,駐車（輪）場,その他
