罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,自動車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,西上橘通２丁目,20240824,19,道路上,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,兵庫,七宮,281051,兵庫県,神戸市兵庫区,本町２丁目,20240121,20,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,兵庫,七宮,281051,兵庫県,神戸市兵庫区,三川口町１丁目,20240103,18,その他,駐車（輪）場,キーあり,あり,貨物自動車
窃盗,自動車盗,兵庫,中之島,281051,兵庫県,神戸市兵庫区,出在家町２丁目,20240221,21,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,兵庫,明親,281051,兵庫県,神戸市兵庫区,須佐野通３丁目,20240103,18,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,長田,長田東,281069,兵庫県,神戸市長田区,五番町１丁目,20240722,9,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,長田,野田,281069,兵庫県,神戸市長田区,若松町１１丁目,20240708,22,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,須磨,千歳,281077,兵庫県,神戸市須磨区,戸政町２丁目,20241207,17,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,須磨,白川台,281077,兵庫県,神戸市須磨区,白川台６丁目,20240229,14,一戸建住宅,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,垂水,塩屋,281085,兵庫県,神戸市垂水区,塩屋町２丁目,20240608,17,その他,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,垂水,名谷,281085,兵庫県,神戸市垂水区,名谷町,20240113,12,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,垂水,多聞,281085,兵庫県,神戸市垂水区,舞多聞西７丁目,20240307,3,一戸建住宅,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,垂水,上高丸,281085,兵庫県,神戸市垂水区,潮見が丘１丁目,20240318,23,駐車（輪）場,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,神戸空港,20241101,7,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町　上池,20240918,21,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,神戸西,上池,281115,兵庫県,神戸市西区,玉津町　高津橋,20240226,21,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,神戸西,出合,281115,兵庫県,神戸市西区,丸塚１丁目,20240323,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,神戸西,伊川谷,281115,兵庫県,神戸市西区,南別府２丁目,20240209,20,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,神戸西,玉津,281115,兵庫県,神戸市西区,小山１丁目,20210807,20,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,有馬,道場,281093,兵庫県,神戸市北区,有野町　有野,20241026,20,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,神戸北,五葉,281093,兵庫県,神戸市北区,南五葉６丁目,20240402,3,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,神戸北,ひよどり台,281093,兵庫県,神戸市北区,ひよどり台３丁目,20240801,不明,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,神戸北,ひよどり台,281093,兵庫県,神戸市北区,しあわせの村,20240430,18,その他,その他,キーなし,あり,乗用自動車
窃盗,自動車盗,芦屋,宮川,282065,兵庫県,芦屋市,楠町,20240723,17,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,芦屋,山芦屋,282065,兵庫県,芦屋市,山手町,20240827,2,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,西宮,川添,282049,兵庫県,西宮市,西波止町,20240726,14,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,西宮,甲陽園,282049,兵庫県,西宮市,甲陽園西山町,20241011,19,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,西宮,甲陽園,282049,兵庫県,西宮市,獅子ケ口町,20241104,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,西宮,寿,282049,兵庫県,西宮市,結善町,20241101,18,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,甲子園,上田,282049,兵庫県,西宮市,東鳴尾町２丁目,20240912,13,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町５丁目,20241103,9,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,尼崎南,竹谷,282022,兵庫県,尼崎市,神田南通６丁目,20240524,20,道路上,その他,キーあり,あり,貨物自動車
窃盗,自動車盗,尼崎南,中央,282022,兵庫県,尼崎市,昭和南通４丁目,20240619,15,道路上,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,尼崎南,中央,282022,兵庫県,尼崎市,西本町３丁目,20240614,20,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎南,元浜,282022,兵庫県,尼崎市,道意町６丁目,20241114,21,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,尼崎南,センタープール前,282022,兵庫県,尼崎市,大庄　西町４丁目,20241129,16,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎東,長洲,282022,兵庫県,尼崎市,西長洲町３丁目,20240817,18,その他,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,尼崎東,杭瀬,282022,兵庫県,尼崎市,今福２丁目,20240518,2,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,若王寺２丁目,20240218,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,尼崎東,食満,282022,兵庫県,尼崎市,食満７丁目,20241117,17,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,尼崎東,園田駅前,282022,兵庫県,尼崎市,東園田町６丁目,20240302,20,駐車（輪）場,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,尼崎東,園田,282022,兵庫県,尼崎市,東園田町５丁目,20240518,16,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎東,モスリン橋,282022,兵庫県,尼崎市,戸ノ内町３丁目,20240414,12,その他,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,尼崎北,塚口西,282022,兵庫県,尼崎市,塚口町１丁目,20241111,1,道路上,その他,キーあり,あり,乗用自動車
窃盗,自動車盗,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘６丁目,20240428,18,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎北,立花駅前,282022,兵庫県,尼崎市,水堂町２丁目,20240210,21,駐車（輪）場,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,尼崎北,立花駅前,282022,兵庫県,尼崎市,水堂町２丁目,20240801,3,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,伊丹,,,,,,20240818,1,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,伊丹,神津,282073,兵庫県,伊丹市,桑津３丁目,20240209,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,伊丹,北村,282073,兵庫県,伊丹市,下河原,20240426,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,伊丹,中野,282073,兵庫県,伊丹市,西野２丁目,20240718,21,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,川西,多田東,282171,兵庫県,川西市,多田桜木１丁目,20240709,11,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,川西,山下,282171,兵庫県,川西市,東畦野字長尾,20241112,7,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,宝塚,安倉,282146,兵庫県,宝塚市,安倉南４丁目,20240707,20,一戸建住宅,駐車（輪）場,キーあり,あり,なし
窃盗,自動車盗,三田,加茂,282197,兵庫県,三田市,末,20240804,14,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,三田,加茂,282197,兵庫県,三田市,末,20241006,17,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,三田,四ツ辻,282197,兵庫県,三田市,須磨田,20240910,23,一戸建住宅,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,篠山,今田,282219,兵庫県,丹波篠山市,今田町　黒石,20240515,17,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,丹波,富田,282235,兵庫県,丹波市,山南町　坂尻,20240725,16,一戸建住宅,駐車（輪）場,キーなし,なし,特殊自動車
窃盗,自動車盗,丹波,石生,282235,兵庫県,丹波市,氷上町　石生,20230822,3,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,丹波,石生,282235,兵庫県,丹波市,氷上町　石生,20230901,2,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,丹波,沼,282235,兵庫県,丹波市,氷上町　井中,20231011,0,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,丹波,酒梨,282235,兵庫県,丹波市,市島町　乙河内,20240406,9,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,明石,本町,282031,兵庫県,明石市,中崎２丁目,20240609,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,明石,林崎,282031,兵庫県,明石市,林崎町３丁目,20240821,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,明石,小久保,282031,兵庫県,明石市,野々上２丁目,20240821,20,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,明石,藤江,282031,兵庫県,明石市,藤江,20240730,23,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,明石,大久保,282031,兵庫県,明石市,大久保町　駅前１丁目,20240112,17,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,明石,高丘,282031,兵庫県,明石市,大久保町　大窪,20240828,17,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,明石,東二見,282031,兵庫県,明石市,二見町　東二見,20241112,17,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,加東,福田,282286,兵庫県,加東市,東実,20240401,16,その他,その他,キーなし,なし,なし
窃盗,自動車盗,加西,富田,282201,兵庫県,加西市,市村町,20241027,7,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,加古川,加古川駅前,282103,兵庫県,加古川市,加古川町　河原,20240902,20,道路上,その他,キーあり,なし,乗用自動車
窃盗,自動車盗,加古川,加古川駅前,282103,兵庫県,加古川市,加古川町　寺家町,20240829,21,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,加古川,加古川駅前,282103,兵庫県,加古川市,加古川町　平野,20241102,18,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,加古川,日岡,282103,兵庫県,加古川市,加古川町　大野,20240211,21,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町　長田,20240816,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,あり,なし
窃盗,自動車盗,加古川,野口,282103,兵庫県,加古川市,野口町　長砂,20240829,16,一戸建住宅,駐車（輪）場,キーあり,あり,なし
窃盗,自動車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　二俣,20241026,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,加古川,東加古川,282103,兵庫県,加古川市,別府町　別府,20241215,9,その他,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町　一色西２丁目,20241103,22,一戸建住宅,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,加古川,本荘,283827,兵庫県,播磨町,本荘３丁目,20240820,23,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,加古川,神吉,282103,兵庫県,加古川市,東神吉町　神吉,20231206,23,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,加古川,県農前,282103,兵庫県,加古川市,野口町　水足,20240606,17,その他,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,高砂,米田,282162,兵庫県,高砂市,米田町　米田,20241010,3,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,高砂,高砂駅前,282162,兵庫県,高砂市,高砂町　木曽町,20240729,14,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,小野,小野駅前,282189,兵庫県,小野市,古川町,20240329,19,その他,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,姫路,姫路駅前,282014,兵庫県,姫路市,北条口２丁目,20240919,0,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,姫路,城南,282014,兵庫県,姫路市,東辻井３丁目,20240830,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,姫路,城南,282014,兵庫県,姫路市,船橋町５丁目,20240831,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,姫路,野里駅前,282014,兵庫県,姫路市,増位新町２丁目,20240830,18,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,姫路,仁豊野,282014,兵庫県,姫路市,砥堀,20240723,13,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,姫路,飾西,282014,兵庫県,姫路市,白鳥台１丁目,20240823,2,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,姫路,飾西,282014,兵庫県,姫路市,青山西１丁目,20241110,20,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,姫路,飾西,282014,兵庫県,姫路市,青山西３丁目,20240910,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,姫路,田寺,282014,兵庫県,姫路市,田寺８丁目,20240903,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,姫路,田寺,282014,兵庫県,姫路市,辻井９丁目,20241104,22,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,飾磨,白浜,282014,兵庫県,姫路市,白浜町　神田２丁目,20240920,17,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,飾磨,飾磨東,282014,兵庫県,姫路市,飾磨区　上野田６丁目,20241223,17,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,飾磨,英賀保駅前,282014,兵庫県,姫路市,飾磨区　英賀,20240525,8,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,飾磨,手柄,282014,兵庫県,姫路市,手柄１丁目,20240816,19,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,飾磨,御国野,282014,兵庫県,姫路市,四郷町　上鈴,20241029,17,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,飾磨,御国野,282014,兵庫県,姫路市,四郷町　東阿保,20241218,2,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,飾磨,八木,282014,兵庫県,姫路市,八家,20240728,0,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,網干,本町,282014,兵庫県,姫路市,網干区　新在家,20241129,10,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,網干,勝原,282014,兵庫県,姫路市,勝原区　宮田,20241016,18,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,福崎,越知谷,284467,兵庫県,神河町,根宇野,20240917,7,一戸建住宅,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,たつの,太田,284645,兵庫県,太子町,佐用岡,20241101,22,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,たつの,越部,282294,兵庫県,たつの市,新宮町　觜崎,20240422,18,駐車（輪）場,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,たつの,末広,285013,兵庫県,佐用町,三ツ尾,20241111,17,その他,その他,キーなし,なし,特殊自動車
窃盗,自動車盗,相生,相生駅前,282081,兵庫県,相生市,大石町,20240825,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,相生,那波野,282081,兵庫県,相生市,向陽台,20240816,21,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,赤穂,新田,282120,兵庫県,赤穂市,黒崎町,20240510,3,その他,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,宍粟,山崎中央,282278,兵庫県,宍粟市,山崎町　段,20240519,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,宍粟,安積,282278,兵庫県,宍粟市,一宮町　安積,20240515,3,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,宍粟,上牧谷,282278,兵庫県,宍粟市,山崎町　下町,20241217,11,一戸建住宅,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,宍粟,千草,282278,兵庫県,宍粟市,千種町　河呂,20240906,20,一戸建住宅,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,南但馬,和田山駅前,282251,兵庫県,朝来市,和田山町　枚田,20240701,20,その他,駐車（輪）場,キーなし,なし,特殊自動車
窃盗,自動車盗,南但馬,上野,282227,兵庫県,養父市,薮崎,20240720,7,その他,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,豊岡,立野,282090,兵庫県,豊岡市,小田井町,20240817,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,豊岡,上石,282090,兵庫県,豊岡市,日高町　池上,20240906,8,一戸建住宅,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,美方,浜坂駅前,285862,兵庫県,新温泉町,浜坂,20240425,19,一戸建住宅,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,美方,香住駅前,285854,兵庫県,香美町,香住区　香住,20240108,0,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,美方,香住駅前,285854,兵庫県,香美町,香住区　香住,20231212,0,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,美方,香住駅前,285854,兵庫県,香美町,香住区　香住,20231214,0,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,美方,香住駅前,285854,兵庫県,香美町,香住区　香住,20231217,0,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,美方,香住駅前,285854,兵庫県,香美町,香住区　香住,20231219,0,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,美方,香住駅前,285854,兵庫県,香美町,香住区　香住,20231222,0,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,美方,香住駅前,285854,兵庫県,香美町,香住区　香住,20231223,0,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,美方,香住駅前,285854,兵庫県,香美町,香住区　香住,20231226,0,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,美方,香住駅前,285854,兵庫県,香美町,香住区　香住,20231227,0,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,美方,香住駅前,285854,兵庫県,香美町,香住区　香住,20231228,0,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,美方,香住駅前,285854,兵庫県,香美町,香住区　香住,20231230,0,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,美方,香住駅前,285854,兵庫県,香美町,香住区　香住,20240107,0,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,洲本,内町,282057,兵庫県,洲本市,塩屋１丁目,20241228,17,その他,その他,キーなし,あり,乗用自動車
窃盗,自動車盗,南あわじ,倭文,282243,兵庫県,南あわじ市,倭文庄田,20240121,9,その他,その他,キーあり,なし,特殊自動車
