罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,自動車盗,尼崎東,食満,282022,兵庫県,尼崎市,食満５丁目,2019-04-11,23,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,尼崎東,競馬場前,282022,兵庫県,尼崎市,田能３丁目,2019-06-08,20,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,尼崎東,競馬場前,282022,兵庫県,尼崎市,東園田町４丁目,2019-06-01,18,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,尼崎北,塚口西,282022,兵庫県,尼崎市,塚口町３丁目,2019-05-14,15,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,尼崎北,西昆陽,282022,兵庫県,尼崎市,西昆陽２丁目,2019-08-15,01,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫町４丁目,2019-11-04,11,道路上,キーあり,なし,乗用自動車
窃盗,自動車盗,伊丹,南本町,282073,兵庫県,伊丹市,南本町６丁目,2019-05-27,20,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,伊丹,神津,282073,兵庫県,伊丹市,森本１丁目,2019-01-18,04,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,川西,多田東,282171,兵庫県,川西市,平野２丁目,2019-06-12,06,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,川西,加茂,282171,兵庫県,川西市,栄根２丁目,2019-02-03,00,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,宝塚,宝塚駅前,282146,兵庫県,宝塚市,光ガ丘１丁目,2019-06-08,00,一戸建住宅,キーあり,なし,乗用自動車
窃盗,自動車盗,明石,本町,282031,兵庫県,明石市,中崎１丁目,2019-05-20,03,道路上,キーあり,なし,なし
窃盗,自動車盗,明石,東二見,282031,兵庫県,明石市,二見町東二見,2019-03-28,20,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,三木,緑が丘,282154,兵庫県,三木市,志染町青山５丁目,2017-07-01,09,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,加西,賀茂,282201,兵庫県,加西市,東横田町,2019-08-04,14,一戸建住宅,キーあり,なし,貨物自動車
窃盗,自動車盗,西脇,日野,282138,兵庫県,西脇市,市原町,2019-04-24,19,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,加古川,,282031,兵庫県,明石市,二見町西二見,2018-11-21,22,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,加古川,日岡,282103,兵庫県,加古川市,加古川町中津,2019-04-01,00,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,加古川,稲美東,283819,兵庫県,稲美町,下草谷,2019-10-04,13,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,加古川,県農前,282103,兵庫県,加古川市,平岡町新在家,2019-06-10,23,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,高砂,荒井,282162,兵庫県,高砂市,荒井町新浜２丁目,2019-12-18,08,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,姫路,大手前,282014,兵庫県,姫路市,二階町,2019-05-17,00,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,姫路,姫路駅南,282014,兵庫県,姫路市,三条町１丁目,2019-07-12,20,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,姫路,野里,282014,兵庫県,姫路市,伊伝居,2019-09-15,16,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,姫路,仁豊野,282014,兵庫県,姫路市,砥堀,2019-07-04,21,一戸建住宅,キーあり,あり,乗用自動車
窃盗,自動車盗,姫路,山田,282014,兵庫県,姫路市,山田町牧野,2019-04-24,12,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,姫路,香寺,282014,兵庫県,姫路市,香寺町溝口,2019-02-21,19,道路上,キーあり,なし,乗用自動車
窃盗,自動車盗,飾磨,東山,282014,兵庫県,姫路市,継,2019-01-29,18,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,飾磨,飾磨東,282014,兵庫県,姫路市,飾磨区中野田３丁目,2018-08-16,06,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,飾磨,思案橋,282014,兵庫県,姫路市,飾磨区今在家２丁目,2019-07-08,18,一戸建住宅,キーあり,なし,乗用自動車
窃盗,自動車盗,飾磨,思案橋,282014,兵庫県,姫路市,飾磨区今在家７丁目,2019-04-01,23,道路上,キーあり,なし,貨物自動車
窃盗,自動車盗,飾磨,手柄,282014,兵庫県,姫路市,延末,2019-12-31,02,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,飾磨,手柄,282014,兵庫県,姫路市,延末１丁目,2019-09-29,21,一戸建住宅,キーあり,あり,乗用自動車
窃盗,自動車盗,網干,広畑,282014,兵庫県,姫路市,広畑区早瀬町２丁目,2019-06-14,00,駐車（輪）場,キーあり,なし,貨物自動車
窃盗,自動車盗,たつの,福地,284645,兵庫県,太子町,岩見構,2019-04-11,19,その他,キーあり,あり,乗用自動車
窃盗,自動車盗,洲本,内町,282057,兵庫県,洲本市,海岸通１丁目,2019-08-27,08,道路上,キーあり,なし,乗用自動車
窃盗,自動車盗,洲本,内町,282057,兵庫県,洲本市,本町４丁目,2019-10-19,00,道路上,キーあり,なし,乗用自動車
窃盗,自動車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎中町１丁目,2019-02-22,20,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎南町５丁目,2019-02-23,19,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,東灘,ＪＲ住吉駅前,281018,兵庫県,神戸市東灘区,住吉宮町６丁目,2019-10-22,00,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,灘,八幡,281026,兵庫県,神戸市灘区,宮山町２丁目,2019-03-13,21,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,灘,西灘,281026,兵庫県,神戸市灘区,岩屋南町,2019-10-25,16,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,葺合,小野柄,281107,兵庫県,神戸市中央区,磯上通４丁目,2019-03-26,17,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,兵庫,新開地,281051,兵庫県,神戸市兵庫区,新開地４丁目,2019-12-16,20,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,長田,長田東,281069,兵庫県,神戸市長田区,四番町３丁目,2019-06-04,21,道路上,キーなし,なし,乗用自動車
窃盗,自動車盗,長田,御蔵,281069,兵庫県,神戸市長田区,御蔵通１丁目,2019-05-26,00,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,長田,新長田駅前,281069,兵庫県,神戸市長田区,若松町２丁目,2019-07-02,19,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,長田,水笠,281069,兵庫県,神戸市長田区,大道通１丁目,2019-03-29,19,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,須磨,千歳,281077,兵庫県,神戸市須磨区,寺田町１丁目,2019-02-07,18,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,垂水,舞子駅前,281085,兵庫県,神戸市垂水区,舞子坂４丁目,2019-02-25,20,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島６丁目,2019-10-25,07,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町４丁目,2019-02-17,00,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町６丁目,2019-01-02,20,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,神戸西,,282031,兵庫県,明石市,西明石北町１丁目,2018-09-26,23,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,神戸西,出合,281115,兵庫県,神戸市西区,玉津町小山,2018-05-20,不明,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,神戸西,春日台,281115,兵庫県,神戸市西区,樫野台３丁目,2019-11-19,18,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,神戸西,栄,281115,兵庫県,神戸市西区,押部谷町木幡,2019-10-29,17,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,神戸西,枝吉,281115,兵庫県,神戸市西区,持子２丁目,2019-11-19,15,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,有馬,二郎,281093,兵庫県,神戸市北区,有野町有野,2019-10-29,22,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,神戸北,星和台,281093,兵庫県,神戸市北区,山田町藍那字下手,2019-10-28,07,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,芦屋,南芦屋浜,282065,兵庫県,芦屋市,南浜町,2019-01-21,23,一戸建住宅,キーなし,なし,乗用自動車
窃盗,自動車盗,芦屋,南芦屋浜,282065,兵庫県,芦屋市,南浜町,2019-06-13,20,一戸建住宅,キーなし,あり,乗用自動車
窃盗,自動車盗,西宮,川添,282049,兵庫県,西宮市,上葭原町,2019-01-13,02,４階建て以上共同住宅,キーなし,あり,乗用自動車
窃盗,自動車盗,西宮,苦楽園,282049,兵庫県,西宮市,苦楽園二番町,2019-01-15,20,一戸建住宅,キーなし,あり,乗用自動車
窃盗,自動車盗,西宮,西宮中央,282049,兵庫県,西宮市,田代町,2019-07-01,19,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,西宮,二見,282049,兵庫県,西宮市,熊野町,2019-05-05,10,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,西宮,上之町,282049,兵庫県,西宮市,門前町,2019-12-01,16,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,甲子園,上田,282049,兵庫県,西宮市,上田中町,2019-01-18,15,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,甲子園,上田,282049,兵庫県,西宮市,笠屋町,2019-02-27,16,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,甲子園,高須,282049,兵庫県,西宮市,高須町１丁目,2019-04-25,13,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,甲子園,高須,282049,兵庫県,西宮市,高須町１丁目,2019-05-04,09,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,甲子園,高須,282049,兵庫県,西宮市,高須町２丁目,2019-05-07,17,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,甲子園,高須,282049,兵庫県,西宮市,高須町２丁目,2019-11-14,20,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,尼崎南,出屋敷,282022,兵庫県,尼崎市,南竹谷町３丁目,2019-01-10,00,一戸建住宅,キーなし,あり,乗用自動車
窃盗,自動車盗,尼崎南,御茶屋橋,282022,兵庫県,尼崎市,築地２丁目,2019-03-10,20,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,尼崎南,大島,282022,兵庫県,尼崎市,浜田町３丁目,2019-08-29,16,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,尼崎南,七松,282022,兵庫県,尼崎市,西立花町４丁目,2019-04-21,23,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎南,大庄,282022,兵庫県,尼崎市,大庄中通３丁目,2019-01-14,21,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎南,大庄,282022,兵庫県,尼崎市,大島１丁目,2019-05-13,21,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎南,大庄,282022,兵庫県,尼崎市,大島３丁目,2019-05-06,20,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,尼崎南,元浜,282022,兵庫県,尼崎市,大浜町２丁目,2019-05-15,23,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,尼崎南,元浜,282022,兵庫県,尼崎市,平左衛門町,2019-11-19,14,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,尼崎南,センタープール前,282022,兵庫県,尼崎市,武庫川町１丁目,2019-08-29,22,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎東,稲川橋,282022,兵庫県,尼崎市,西長洲町２丁目,2019-01-07,22,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,尼崎東,尼崎駅前,282022,兵庫県,尼崎市,長洲西通１丁目,2019-11-24,14,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,尼崎東,潮江,282022,兵庫県,尼崎市,久々知３丁目,2019-08-04,21,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,尼崎東,潮江,282022,兵庫県,尼崎市,潮江２丁目,2019-10-27,23,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎東,潮江,282022,兵庫県,尼崎市,額田町,2019-09-20,06,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,尼崎東,神崎,282022,兵庫県,尼崎市,額田町,2019-03-03,13,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,尼崎東,神崎,282022,兵庫県,尼崎市,額田町,2019-03-10,19,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,尼崎東,下坂部,282022,兵庫県,尼崎市,久々知西町２丁目,2019-03-04,19,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎東,上坂部,282022,兵庫県,尼崎市,小中島１丁目,2019-05-23,03,道路上,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎東,食満,282022,兵庫県,尼崎市,猪名寺２丁目,2019-08-03,19,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,尼崎東,食満,282022,兵庫県,尼崎市,南清水,2019-09-22,16,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎東,園田駅前,282022,兵庫県,尼崎市,東園田町９丁目,2019-09-07,19,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,尼崎北,塚口東,282022,兵庫県,尼崎市,塚口本町２丁目,2019-06-12,22,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎北,生島,282022,兵庫県,尼崎市,上ノ島町３丁目,2019-05-31,22,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘８丁目,2019-01-01,13,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘１０丁目,2019-05-05,19,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘１２丁目,2018-12-28,16,駐車（輪）場,キーなし,なし,特殊自動車
窃盗,自動車盗,尼崎北,西昆陽,282022,兵庫県,尼崎市,西昆陽２丁目,2019-03-25,20,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫元町２丁目,2019-09-10,21,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎北,立花駅前,282022,兵庫県,尼崎市,水堂町２丁目,2019-07-01,20,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,尼崎北,立花駅前,282022,兵庫県,尼崎市,南武庫之荘２丁目,2019-06-26,15,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,尼崎北,立花駅前,282022,兵庫県,尼崎市,南武庫之荘２丁目,2019-07-03,18,一戸建住宅,キーなし,あり,乗用自動車
窃盗,自動車盗,尼崎北,立花駅前,282022,兵庫県,尼崎市,南武庫之荘３丁目,2019-03-30,21,その他,キーなし,なし,貨物自動車
窃盗,自動車盗,伊丹,阪急駅前,282073,兵庫県,伊丹市,行基町１丁目,2019-04-19,21,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,伊丹,野間,282073,兵庫県,伊丹市,鈴原町９丁目,2019-10-03,18,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,伊丹,野間,282073,兵庫県,伊丹市,南野４丁目,2019-02-21,20,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,伊丹,野間,282073,兵庫県,伊丹市,南野北２丁目,2019-05-02,21,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,伊丹,神津,282073,兵庫県,伊丹市,森本２丁目,2019-06-18,18,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,伊丹,神津,282073,兵庫県,伊丹市,桑津３丁目,2019-06-18,18,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,伊丹,昆陽ノ里,282073,兵庫県,伊丹市,池尻６丁目,2019-02-28,23,一戸建住宅,キーなし,なし,貨物自動車
窃盗,自動車盗,伊丹,中野,282073,兵庫県,伊丹市,中野北３丁目,2019-05-18,18,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,伊丹,中野,282073,兵庫県,伊丹市,中野西２丁目,2019-01-22,01,一戸建住宅,キーなし,あり,なし
窃盗,自動車盗,伊丹,中野,282073,兵庫県,伊丹市,中野西４丁目,2019-12-06,20,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,伊丹,荒牧,282073,兵庫県,伊丹市,荻野７丁目,2019-05-16,23,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,川西,小花,282171,兵庫県,川西市,小花２丁目,2019-05-17,21,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,川西,多田東,282171,兵庫県,川西市,東多田１丁目,2019-10-21,17,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,川西,加茂,282171,兵庫県,川西市,下加茂１丁目,2019-03-27,07,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,宝塚,安倉,282146,兵庫県,宝塚市,安倉中３丁目,2019-02-16,19,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,宝塚,山本,282146,兵庫県,宝塚市,口谷東１丁目,2019-01-31,15,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,丹波,中竹田,282235,兵庫県,丹波市,市島町中竹田,2019-09-07,16,その他,キーなし,あり,乗用自動車
窃盗,自動車盗,明石,小久保,282031,兵庫県,明石市,小久保４丁目,2019-03-13,15,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,明石,西二見,282031,兵庫県,明石市,魚住町清水,2019-11-23,19,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,三木,本町,282154,兵庫県,三木市,本町２丁目,2019-05-23,21,一戸建住宅,キーなし,あり,乗用自動車
窃盗,自動車盗,三木,別所,282154,兵庫県,三木市,別所町朝日ケ丘,2019-12-16,19,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,三木,別所,282154,兵庫県,三木市,別所町花尻,2019-12-12,16,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,三木,細川,282154,兵庫県,三木市,細川町高畑,2019-08-22,13,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,西脇,野村,283657,兵庫県,多可町,中区森本,2019-08-11,17,一戸建住宅,キーなし,あり,乗用自動車
窃盗,自動車盗,西脇,比延,282138,兵庫県,西脇市,鹿野町,2019-09-26,00,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,加古川,尾上,282103,兵庫県,加古川市,尾上町今福,2019-01-30,17,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,加古川,野口,282103,兵庫県,加古川市,野口町二屋,2019-07-16,21,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町一色,2019-11-25,16,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,乗用自動車
窃盗,自動車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町新在家,2019-04-19,21,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町新在家,2019-08-04,20,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,加古川,土山,282103,兵庫県,加古川市,平岡町山之上,2019-09-25,19,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,加古川,稲美東,283819,兵庫県,稲美町,下草谷,2019-10-15,20,その他,キーなし,なし,乗用自動車
窃盗,自動車盗,姫路,姫路駅南,282014,兵庫県,姫路市,佃町,2019-01-04,09,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,姫路,姫路駅南,282014,兵庫県,姫路市,南条,2019-09-01,20,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,姫路,野里駅前,282014,兵庫県,姫路市,野里,2019-03-19,00,駐車（輪）場,キーなし,なし,貨物自動車
窃盗,自動車盗,姫路,野里駅前,282014,兵庫県,姫路市,保城,2019-12-22,21,一戸建住宅,キーなし,なし,乗用自動車
窃盗,自動車盗,姫路,野里駅前,282014,兵庫県,姫路市,保城,2019-12-28,03,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,姫路,飾西,282014,兵庫県,姫路市,青山３丁目,2019-12-01,18,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,姫路,飾西,282014,兵庫県,姫路市,白鳥台２丁目,2019-12-04,17,一戸建住宅,キーなし,あり,乗用自動車
窃盗,自動車盗,姫路,書写,282014,兵庫県,姫路市,書写,2019-09-07,18,一戸建住宅,キーなし,あり,乗用自動車
窃盗,自動車盗,姫路,置本,282014,兵庫県,姫路市,夢前町宮置,2019-07-04,23,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,姫路,香寺,282014,兵庫県,姫路市,香寺町須加院,2019-07-16,20,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,飾磨,東山,282014,兵庫県,姫路市,北原,2019-10-12,20,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,飾磨,東山,282014,兵庫県,姫路市,継,2019-10-28,17,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,飾磨,妻鹿,282014,兵庫県,姫路市,飾磨区妻鹿,2018-12-31,18,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,飾磨,飾磨東,282014,兵庫県,姫路市,飾磨区中島３丁目,2019-08-05,00,一戸建住宅,キーなし,あり,乗用自動車
窃盗,自動車盗,飾磨,思案橋,282014,兵庫県,姫路市,飾磨区今在家４丁目,2019-09-08,20,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,飾磨,思案橋,282014,兵庫県,姫路市,飾磨区構３丁目,2019-12-18,18,駐車（輪）場,キーなし,なし,なし
窃盗,自動車盗,飾磨,思案橋,282014,兵庫県,姫路市,飾磨区構４丁目,2019-05-22,10,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,飾磨,思案橋,282014,兵庫県,姫路市,飾磨区構５丁目,2019-12-18,11,駐車（輪）場,キーなし,あり,なし
窃盗,自動車盗,飾磨,思案橋,282014,兵庫県,姫路市,飾磨区加茂,2019-10-24,10,一戸建住宅,キーなし,あり,乗用自動車
窃盗,自動車盗,飾磨,思案橋,282014,兵庫県,姫路市,飾磨区加茂,2019-12-15,17,駐車（輪）場,キーなし,なし,乗用自動車
